152.371	138.165
30.4414	74.3562
28.3654	72.1357
4.09559	31.2785
101.903	113.144
44.3365	93.601
13.9394	41.1733
2.04804	20.3037
34.9053	78.8339
9.48123	45.6995
0.389485	26.7762
28.2948	72.0587
3.5494	22.0629
2.64474	12.7614
42.9094	92.8732
4.19401	31.3888
92.3425	117.282
28.634	72.4277
4.16643	22.7424
8.40168	53.2145
14.5926	50.3704
145.566	134.752
89.9002	107.025
4.93097	23.5512
58.4305	100.433
120.502	131.446
19.3244	63.91
12.814	48.8211
5.59087	24.2211
81.6994	112.102
18.6659	54.0096
1.51448	28.216
77.4552	109.988
30.3441	83.4946
8.13228	44.3566
33.2328	86.583
22.7919	58.3471
20.4496	64.9411
126.798	125.863
33.5747	86.936
35.2481	79.1603
18.2931	53.6016
2.59177	29.5345
156.041	140.031
3.25788	21.7333
7.53586	34.8599
65.6533	104.117
12.3884	48.4382
0.256839	17.9893
18.8479	63.4678
3.74388	14.0204
60.6458	101.579
8.11176	44.3358
128.654	126.716
158.821	141.458
101.816	113.1
6.11914	24.7391
4.35739	14.6641
88.6917	106.447
20.9491	65.3927
21.0934	65.5225
25.0293	68.939
118.257	121.556
4.59029	23.1952
0.399392	26.7892
141.64	132.833
146.646	135.289
4.75072	32.0038
41.1759	91.9707
19.1757	63.7723
36.2642	89.3069
0.904221	36.2737
10.2687	37.673
8.57429	44.8016
0.662772	27.132
3.93145	22.4865
6.23246	33.5686
25.4511	69.2905
135.515	129.912
0.197167	17.9078
130.901	136.566
9.54551	45.7624
8.62302	44.8504
71.8038	107.131
3.92383	14.2132
133.655	129.038
54.8072	98.5306
61.1054	101.815
70.0615	106.289
0.524377	26.9523
59.5562	101.017
37.0242	80.2572
7.36411	34.6943
8.55889	35.9039
32.1719	76.1414
1.5084	19.6323
85.0038	104.665
4.70409	15.0115
142.23	133.118
13.9655	41.1967
21.5933	65.9698
8.28929	53.0901
10.211	37.6147
4.9524	32.2229
151.553	137.751
1.96794	11.9063
30.9524	74.8896
25.4443	69.2849
8.01508	44.2378
0.653944	27.1205
39.438	91.046
4.984	32.257
87.1019	114.727
44.9435	93.9063
6.07564	24.697
0.168457	26.4857
11.08	47.2322
26.4163	61.8765
1.56925	28.2845
16.6098	43.4658
4.35766	31.5711
35.9488	89.1305
0.939864	18.9013
3.11121	30.1495
23.2926	67.4615
17.4491	44.1423
21.7274	66.0891
9.5562	45.7728
26.6325	62.0784
19.7044	55.1323
23.7575	59.3137
18.6449	63.2785
31.1367	75.0808
63.195	102.88
67.8022	96.036
14.1123	59.112
22.8867	67.1092
4.60407	31.8432
11.7996	47.9009
15.8553	42.8397
92.5509	117.389
1.09137	27.6821
13.449	49.3836
