X	Y	Type	Color
0.00927516	0.0499884	red	#FF0000
0.311674	0.0856115	red	#FF0000
-0.00421612	0.00182702	green	#008000
0.025956	-0.868837	red	#FF0000
-0.164513	-0.0200191	red	#FF0000
0.109636	0.169101	red	#FF0000
0.0380476	-0.00444864	green	#008000
-0.0408314	0.0659719	red	#FF0000
0.0358514	-0.0179005	green	#008000
-7.10551	-5.88997	green	#008000
0.0543122	0.021047	green	#008000
-0.0154527	0.0658378	blue	#3399FF
0.00996175	0.0172072	red	#FF0000
-0.633692	-0.502724	green	#008000
-0.0657299	-0.0341442	red	#FF0000
-0.393506	-0.699528	red	#FF0000
-0.104631	0.682559	red	#FF0000
3.29142	1.93107	red	#FF0000
-0.0546043	0.00533065	red	#FF0000
0.0479219	0.0241458	red	#FF0000
-0.0338542	-0.0560103	red	#FF0000
-0.327777	0.137286	green	#008000
4.76757	13.2539	green	#008000
0.0332353	-0.0144818	red	#FF0000
-0.022873	-0.0707696	red	#FF0000
-0.110178	-0.287544	green	#008000
0.7071	-0.375008	red	#FF0000
0.0884625	-0.0708314	red	#FF0000
-0.0713385	-2.39564	red	#FF0000
0.0796737	-0.010386	red	#FF0000
0.162318	0.292805	green	#008000
-7.90056	14.8128	red	#FF0000
0.374033	0.430784	green	#008000
-0.032335	-0.0368326	green	#008000
0.364304	0.183294	red	#FF0000
-0.074141	-0.0745294	red	#FF0000
0.556786	0.299544	red	#FF0000
0.690303	-3.3829	blue	#3399FF
0.0156488	-0.0260423	green	#008000
-0.0128502	0.0679119	red	#FF0000
0.277275	-0.16976	red	#FF0000
-0.0659325	-0.593217	red	#FF0000
0.0605156	-0.023211	red	#FF0000
-0.61761	0.272149	green	#008000
-0.00164403	-0.0111974	red	#FF0000
0.00350039	0.00137038	green	#008000
-0.151608	0.099361	green	#008000
0.00338162	-0.00130075	red	#FF0000
0.000592581	-0.00260663	red	#FF0000
-0.181532	-0.360759	red	#FF0000
0.0142565	-0.224485	red	#FF0000
-0.0916957	-0.0291952	red	#FF0000
-0.00671419	-0.104927	red	#FF0000
0.05863	-0.5531	red	#FF0000
0.786578	-0.154898	red	#FF0000
-0.0494707	0.189717	red	#FF0000
0.0551638	0.0349038	red	#FF0000
0.366532	-0.199552	red	#FF0000
0.514224	0.191486	blue	#3399FF
-0.00276205	-0.00692477	green	#008000
0.0664091	-0.0718778	green	#008000
-0.175569	0.544642	red	#FF0000
-0.0459933	-0.032731	green	#008000
0.609407	-0.731382	green	#008000
0.134285	0.0130443	red	#FF0000
0.0628412	0.178669	red	#FF0000
0.0843825	-0.1434	red	#FF0000
0.0947389	0.0737628	red	#FF0000
-0.055867	0.0375713	green	#008000
0.0483124	-0.106892	red	#FF0000
-0.0515539	-0.0445331	red	#FF0000
0.57049	0.397073	red	#FF0000
0.0341096	0.00225324	red	#FF0000
-0.0124317	-0.0154941	blue	#3399FF
0.032117	-0.0296992	red	#FF0000
0.0342886	1.04077	green	#008000
0.389108	0.529973	red	#FF0000
0.344346	0.933058	red	#FF0000
0.152004	-0.0580344	red	#FF0000
-0.02258	0.0371964	red	#FF0000
-0.0995557	0.25893	green	#008000
-0.409821	-0.198037	red	#FF0000
0.0210651	0.0671733	red	#FF0000
0.0777604	0.0244057	red	#FF0000
-0.0803441	0.00346084	red	#FF0000
-0.0542219	-0.0339956	red	#FF0000
-1.42053	-1.31233	red	#FF0000
-0.0677538	0.0395156	green	#008000
-0.0693101	-0.0382099	red	#FF0000
2.49241	-3.18635	green	#008000
-5.61217	-2.98122	green	#008000
0.314544	-0.350289	red	#FF0000
-0.11474	-0.142782	green	#008000
-0.0348706	-0.048965	red	#FF0000
-2.8566	1.91713	red	#FF0000
0.121657	-0.0912838	green	#008000
-0.000339062	-0.00138135	red	#FF0000
0.214254	-0.0895691	red	#FF0000
-0.000614975	0.0838446	green	#008000
0.140635	0.00156416	red	#FF0000
0.0178237	-0.00556032	red	#FF0000
-0.0159845	0.0252172	red	#FF0000
-1.78528	-0.454304	green	#008000
0.432641	-0.208196	red	#FF0000
-0.0105505	-0.0373904	red	#FF0000
-0.0101763	0.0022187	red	#FF0000
-0.0168979	-0.153918	green	#008000
0.092964	-0.0893325	green	#008000
-0.0785951	0.0629677	red	#FF0000
-0.856074	0.869851	green	#008000
-0.140507	-0.103068	green	#008000
-0.00355077	-0.0188049	green	#008000
-0.0844369	-0.343999	green	#008000
-0.541232	-0.221584	green	#008000
-0.00957316	-0.0992927	red	#FF0000
0.0527009	-0.0918016	green	#008000
0.0681642	0.0824163	red	#FF0000
-0.00328304	0.00878936	red	#FF0000
-0.125617	-0.00867319	red	#FF0000
-0.342074	-0.49122	red	#FF0000
0.04666	0.0888531	green	#008000
-0.0101569	-0.0316747	red	#FF0000
0.0101423	0.0850808	green	#008000
-0.258884	-0.0581101	red	#FF0000
-0.0118475	0.0458302	red	#FF0000
0.142683	0.988282	red	#FF0000
-0.953055	-1.3878	red	#FF0000
0.154364	0.0077617	red	#FF0000
0.0450323	0.0370165	red	#FF0000
0.0782559	0.506287	green	#008000
-0.36131	-0.436598	red	#FF0000
0.122876	0.0222208	red	#FF0000
-0.021616	-0.0651264	green	#008000
0.14739	0.081494	red	#FF0000
0.0833645	0.0807251	green	#008000
-0.149096	0.312085	red	#FF0000
-0.188843	-0.0202651	red	#FF0000
-0.167082	0.0160201	red	#FF0000
6.81022	7.46813	red	#FF0000
-0.127106	0.0932743	red	#FF0000
0.0610493	-0.0212652	red	#FF0000
-0.0430074	-0.0402079	red	#FF0000
0.0962819	0.0584668	green	#008000
-0.0155804	0.0178785	red	#FF0000
0.0334828	-0.0257921	green	#008000
-1.47452	-0.967588	red	#FF0000
0.110273	0.048579	red	#FF0000
0.14204	0.0660527	red	#FF0000
-0.155999	0.0754939	red	#FF0000
0.052627	-0.00682947	green	#008000
-0.13334	0.469788	green	#008000
0.00131691	-0.19763	green	#008000
0.0744101	-0.0530721	green	#008000
0.0750949	-0.171734	red	#FF0000
-0.118634	-0.0337518	red	#FF0000
-0.105366	-0.457591	red	#FF0000
-0.0333151	-0.0152639	green	#008000
0.0993311	-0.0993359	red	#FF0000
-0.187677	-0.447424	red	#FF0000
0.0541865	0.0946835	red	#FF0000
0.38232	0.380583	green	#008000
-0.540394	-0.32511	red	#FF0000
0.0961633	0.0683928	red	#FF0000
0.00413782	-0.0114343	red	#FF0000
0.287133	0.456362	red	#FF0000
-0.77605	0.386643	green	#008000
5.50032	7.63177	red	#FF0000
0.120594	0.781193	green	#008000
4.47639	-0.240573	red	#FF0000
0.198512	0.232296	red	#FF0000
-0.276797	0.00315821	blue	#3399FF
0.00694125	-0.0370139	red	#FF0000
0.0541967	-0.094491	red	#FF0000
-0.0509554	-0.0410972	red	#FF0000
-0.244385	0.216731	red	#FF0000
0.241547	-0.0839818	red	#FF0000
0.0157219	-0.0592445	red	#FF0000
0.0085868	-0.0868817	green	#008000
-0.0155729	-0.0352355	red	#FF0000
0.284232	-0.512957	green	#008000
-2.28426	-2.65594	red	#FF0000
-0.00718733	0.0147094	red	#FF0000
0.0776586	-0.0584565	green	#008000
4.04682	-4.61238	green	#008000
0.393654	-0.722475	red	#FF0000
-0.140356	-0.667866	green	#008000
0.151407	-0.296981	red	#FF0000
-0.0270901	0.0511215	red	#FF0000
0.0609089	-0.722261	green	#008000
0.502865	0.363339	red	#FF0000
0.0545322	0.0569072	green	#008000
0.0156877	-0.357418	red	#FF0000
-0.17482	-0.59042	green	#008000
-0.245195	-0.742551	red	#FF0000
-0.160723	-0.00522571	green	#008000
0.00258101	-0.0031898	green	#008000
-0.145313	0.134089	red	#FF0000
-0.0241378	0.0129411	red	#FF0000
-0.0549817	-0.150356	red	#FF0000
7.68109	0.0412409	green	#008000
-0.249568	-0.95708	green	#008000
0.0528659	0.00609904	green	#008000
0.0357087	0.00659199	red	#FF0000
0.375602	-0.285333	blue	#3399FF
-0.00737106	-0.00562301	red	#FF0000
-0.022736	-0.0423537	red	#FF0000
0.0515927	-0.899626	red	#FF0000
-0.0228229	-0.00788368	green	#008000
-0.0720251	0.0852544	green	#008000
-0.0430053	0.0676158	red	#FF0000
0.0122123	-0.0153258	red	#FF0000
0.0355826	0.0244535	green	#008000
-0.126515	-0.0657814	green	#008000
-0.109016	-0.397999	red	#FF0000
-0.694559	-0.139476	green	#008000
-2.69745	-0.973663	red	#FF0000
1.54953	0.531097	red	#FF0000
0.0191069	0.0101098	red	#FF0000
4.0949	6.77337	red	#FF0000
0.104144	0.37277	green	#008000
-0.235251	-0.633891	green	#008000
0.54065	0.221406	green	#008000
0.358164	-0.315495	green	#008000
-0.0871025	-0.0376459	green	#008000
0.0872594	-0.167725	red	#FF0000
-0.00834725	0.00595479	red	#FF0000
-0.421056	-0.053615	red	#FF0000
-12.6548	-11.8584	green	#008000
0.041649	-0.0173177	red	#FF0000
0.0032097	-0.0315486	red	#FF0000
0.133658	0.103039	red	#FF0000
-0.337481	0.211051	green	#008000
-0.0245857	0.120899	red	#FF0000
0.167635	-0.161272	red	#FF0000
-0.206169	-0.713347	green	#008000
-0.420838	-0.0925152	green	#008000
-0.223771	0.339056	red	#FF0000
1.01362	-3.16203	blue	#3399FF
0.0300942	-0.66526	green	#008000
-0.0232459	-0.0446922	red	#FF0000
-0.0320904	-0.0234639	green	#008000
-0.0028671	-0.0234954	red	#FF0000
-0.575386	-0.665389	green	#008000
0.00495149	-0.965306	red	#FF0000
-12.3432	-7.61413	red	#FF0000
1.48172	2.42771	green	#008000
-0.0259233	-0.0638512	red	#FF0000
0.0369741	-0.143426	red	#FF0000
-0.00833469	-0.0243744	red	#FF0000
-0.0927194	-0.605628	green	#008000
-0.268175	0.12568	red	#FF0000
0.57917	0.359036	red	#FF0000
-0.000658107	-0.00243005	red	#FF0000
-0.705432	-0.381871	red	#FF0000
0.477697	0.60805	red	#FF0000
1.33002	-5.90807	red	#FF0000
-0.0982478	-0.000405048	red	#FF0000
-0.0647567	-0.150961	blue	#3399FF
-0.0380556	-0.0223615	red	#FF0000
-0.0512972	0.0246913	red	#FF0000
0.316983	-0.136244	red	#FF0000
0.288464	-0.655572	red	#FF0000
0.0599071	0.00535584	red	#FF0000
-0.636459	-0.651182	green	#008000
-0.115079	0.155518	red	#FF0000
-0.0539221	-0.0530732	green	#008000
-0.00331778	0.0135729	green	#008000
-0.0177125	0.0159588	red	#FF0000
-0.0701345	-0.119109	blue	#3399FF
-0.652338	-0.755549	red	#FF0000
0.023265	0.0833354	blue	#3399FF
0.00558652	0.0197475	green	#008000
-0.173953	-0.0365659	green	#008000
-0.818516	-0.0423366	red	#FF0000
0.0162558	-0.021248	red	#FF0000
-0.173602	-0.105807	green	#008000
-14.6161	-4.21291	green	#008000
-0.119889	0.12337	red	#FF0000
0.0184014	0.0227595	blue	#3399FF
0.123928	-0.0460128	red	#FF0000
0.305078	-0.161797	red	#FF0000
-0.333643	-0.442313	green	#008000
-0.0594941	0.341211	green	#008000
-0.0712405	-0.0635462	green	#008000
-0.0164128	-0.0395743	red	#FF0000
0.0206007	0.020413	red	#FF0000
-0.0297917	0.0302479	red	#FF0000
0.190276	0.0218779	red	#FF0000
0.0188824	-0.167118	red	#FF0000
-0.00203264	-0.00636823	blue	#3399FF
0.207528	-0.11283	blue	#3399FF
-0.838807	-0.157094	green	#008000
6.14232	0.549138	green	#008000
-0.115176	-0.0668186	red	#FF0000
-1.18481	1.94755	red	#FF0000
0.0122927	0.0778473	red	#FF0000
-0.0169178	-0.0109398	red	#FF0000
-0.281736	0.613136	red	#FF0000
-0.00279626	0.00589079	red	#FF0000
0.0897242	0.0227316	red	#FF0000
-0.0223653	-0.107446	red	#FF0000
-0.106012	0.0101031	red	#FF0000
0.0230831	0.108647	red	#FF0000
-0.00712813	0.00212883	green	#008000
0.0239414	0.108583	blue	#3399FF
-0.176536	0.128044	blue	#3399FF
0.0306591	0.0296429	red	#FF0000
-0.21118	0.612976	red	#FF0000
0.0856491	-0.117079	red	#FF0000
-0.0534599	-0.109729	red	#FF0000
0.918744	-0.327551	green	#008000
0.0134648	-0.0463715	green	#008000
6.29329	-3.65828	green	#008000
0.92249	-0.0999781	green	#008000
0.0399988	0.047447	green	#008000
-0.162848	0.260319	green	#008000
0.182525	0.0515319	red	#FF0000
0.0423004	-0.0799543	green	#008000
-0.0374262	0.0744126	red	#FF0000
-0.011005	0.0850263	red	#FF0000
-0.0181886	-0.056092	red	#FF0000
0.000561992	-0.0322921	red	#FF0000
-0.37312	-0.0770138	red	#FF0000
8.22926	4.09505	red	#FF0000
-0.0775704	0.116704	blue	#3399FF
-0.00406711	-0.0534241	green	#008000
-0.830101	7.31534	red	#FF0000
0.00807186	0.0200303	green	#008000
-0.0921149	-0.329834	red	#FF0000
0.242689	0.532865	green	#008000
0.49175	0.500526	green	#008000
0.0885255	0.00322669	green	#008000
0.0395738	0.0793448	red	#FF0000
-0.0892448	0.263798	red	#FF0000
0.509401	1.04177	green	#008000
0.0727395	0.0740093	red	#FF0000
-0.0895015	-0.991993	red	#FF0000
-0.0067993	0.0265117	red	#FF0000
0.093771	-0.156323	red	#FF0000
-0.186759	-0.00245324	green	#008000
-0.226973	0.0885825	green	#008000
0.0319178	0.0162435	green	#008000
-0.0638519	0.0274663	red	#FF0000
-0.470707	-0.0932101	red	#FF0000
0.136845	-0.100079	red	#FF0000
0.153386	0.0296561	green	#008000
0.0309516	0.222525	red	#FF0000
-0.0815889	-0.347319	red	#FF0000
-0.153424	-0.810829	red	#FF0000
-0.986559	0.160588	red	#FF0000
0.614442	0.101529	red	#FF0000
0.157424	-0.0458173	red	#FF0000
-0.458002	0.330589	red	#FF0000
-2.14825	6.22005	red	#FF0000
0.0548728	0.186438	red	#FF0000
0.113801	0.104387	green	#008000
-0.381134	-0.37571	red	#FF0000
-0.281786	-0.214704	blue	#3399FF
-0.00690349	0.0323254	red	#FF0000
0.79935	-0.521145	red	#FF0000
-0.641747	0.285434	red	#FF0000
-0.177327	-0.112176	red	#FF0000
0.0723613	-0.179564	red	#FF0000
-0.0260617	-0.0672432	red	#FF0000
-0.00105988	0.137322	red	#FF0000
-0.237977	-0.760145	red	#FF0000
0.0262746	-0.376084	green	#008000
-0.0304089	0.0480139	red	#FF0000
0.0109649	0.045557	red	#FF0000
2.03316	9.81943	green	#008000
0.0139928	0.0256225	red	#FF0000
-0.0144766	-0.0405992	red	#FF0000
0.037891	-0.185689	red	#FF0000
0.000686497	0.00327128	green	#008000
0.00251937	0.0184234	red	#FF0000
-0.0289479	-0.819005	green	#008000
0.0446545	0.0440781	red	#FF0000
0.000309081	0.00798545	red	#FF0000
-0.0060973	-0.00163654	green	#008000
0.740239	0.544195	green	#008000
0.055609	0.143032	green	#008000
-16.4923	-0.735759	red	#FF0000
0.130529	-0.485109	green	#008000
0.121352	-0.0997122	red	#FF0000
0.181606	0.00417956	green	#008000
0.220575	-0.0430417	green	#008000
-0.102929	-0.00196407	blue	#3399FF
-0.150313	-0.154085	green	#008000
0.0133875	0.00823882	green	#008000
0.0406559	0.0659	red	#FF0000
0.488033	0.598203	green	#008000
0.294497	0.60315	green	#008000
-0.0111092	-0.00276808	red	#FF0000
0.85036	0.425601	green	#008000
-0.0237443	0.355042	red	#FF0000
-0.314098	0.197434	green	#008000
-0.0269585	-0.0590567	green	#008000
0.169107	-0.0496398	red	#FF0000
0.0486294	-0.0267299	green	#008000
-7.29735	-6.55205	green	#008000
0.0357243	-0.120355	red	#FF0000
-0.034057	0.0324825	red	#FF0000
0.0640485	0.0365281	red	#FF0000
-0.0291433	0.0902883	red	#FF0000
0.135774	-0.140928	red	#FF0000
-0.324128	0.195425	red	#FF0000
0.0122511	0.0708648	red	#FF0000
-0.962763	0.42733	red	#FF0000
0.0487097	-0.0501914	red	#FF0000
0.0114771	0.108272	red	#FF0000
0.0144388	-0.0181843	red	#FF0000
3.55754e-05	-0.000278426	red	#FF0000
-0.0888844	0.0217676	green	#008000
0.184241	0.0281253	red	#FF0000
0.0750201	0.334744	green	#008000
-0.0423557	0.123249	red	#FF0000
-2.10672	-4.15687	red	#FF0000
-0.140436	-0.0231914	red	#FF0000
0.0461891	-0.285052	red	#FF0000
-0.320865	0.0614947	green	#008000
-0.96921	0.00808464	green	#008000
0.451843	0.148697	green	#008000
0.575638	-0.543258	green	#008000
0.0170404	0.0524998	red	#FF0000
0.0316436	-0.0654435	green	#008000
-2.23693	4.5625	red	#FF0000
0.0353117	0.0444715	red	#FF0000
-0.526371	0.459112	red	#FF0000
-0.00260228	-0.0393645	red	#FF0000
0.714158	-0.0587432	red	#FF0000
0.00717281	-0.00604976	red	#FF0000
2.21077	-1.95872	red	#FF0000
-0.493884	-0.866268	green	#008000
0.100896	0.102264	red	#FF0000
-0.0347996	0.087588	red	#FF0000
-0.0627571	-0.0737662	red	#FF0000
0.0103279	0.162133	green	#008000
-0.0240842	-0.0257042	green	#008000
-0.531755	-0.375817	red	#FF0000
0.812218	0.0180695	red	#FF0000
-0.797622	0.207049	green	#008000
0.00500056	-0.0534203	red	#FF0000
-0.0212986	-0.183609	green	#008000
0.635394	-0.488479	red	#FF0000
0.259281	0.120754	green	#008000
0.122512	-0.641067	red	#FF0000
0.289636	0.527472	red	#FF0000
0.115042	-0.233002	red	#FF0000
-0.251593	-0.214982	red	#FF0000
7.75791	-5.37321	red	#FF0000
0.502123	0.697548	green	#008000
-0.685666	0.36053	green	#008000
0.10515	0.146845	green	#008000
-0.0286953	-0.0119994	red	#FF0000
0.0142864	-0.0308181	red	#FF0000
-0.0314765	-0.018124	red	#FF0000
0.0165528	0.0139883	red	#FF0000
0.284853	0.608047	red	#FF0000
0.0939831	-0.0616078	green	#008000
-0.149272	-4.22325	green	#008000
0.172452	1.16601	red	#FF0000
-0.00188327	0.00173314	red	#FF0000
0.0782108	0.171376	red	#FF0000
-0.67597	0.0895014	green	#008000
0.327366	0.0838072	red	#FF0000
0.0520816	-0.0106198	red	#FF0000
-0.00818562	0.00841684	green	#008000
0.85371	-0.344269	green	#008000
0.608524	-0.215243	red	#FF0000
-0.0572909	0.00415437	green	#008000
0.0167788	-0.0390631	green	#008000
-0.0434705	0.435993	red	#FF0000
0.0227853	0.183358	red	#FF0000
0.0345614	-0.484017	red	#FF0000
-0.269057	-0.0096778	red	#FF0000
-1.03926	-0.397812	red	#FF0000
0.450567	0.255024	green	#008000
0.0142603	0.0333936	red	#FF0000
0.00633165	-0.0150502	red	#FF0000
-0.277823	0.0187005	red	#FF0000
0.0638669	0.0179257	green	#008000
0.000570036	0.00140135	green	#008000
-0.194923	-0.047974	green	#008000
1.83032	3.26178	blue	#3399FF
0.267086	-0.28065	red	#FF0000
-0.360879	-0.492019	green	#008000
-0.36068	-0.145006	red	#FF0000
-0.355053	0.548434	red	#FF0000
-0.011457	0.0911258	blue	#3399FF
-0.0267084	-0.0357057	green	#008000
0.0516822	-0.237208	red	#FF0000
-0.0272697	-0.00346707	red	#FF0000
-0.0201846	0.00293686	red	#FF0000
-2.5277	2.44533	red	#FF0000
-0.486159	-0.338584	red	#FF0000
0.117568	0.143433	green	#008000
0.643248	0.9716	red	#FF0000
-0.234427	-0.108988	green	#008000
-0.132692	-0.0633064	red	#FF0000
-0.099712	0.159871	red	#FF0000
-0.179827	-0.10117	red	#FF0000
-0.0297072	0.282576	red	#FF0000
-0.629383	-0.552156	red	#FF0000
-0.105552	0.0434973	red	#FF0000
-0.0729878	-0.0297673	red	#FF0000
-0.00618689	0.018404	red	#FF0000
-0.000229319	0.000706277	red	#FF0000
-0.000193149	-0.00587981	red	#FF0000
1.06711	0.764193	green	#008000
-0.0402795	0.104761	red	#FF0000
-0.51386	-0.291044	red	#FF0000
-0.0258608	-0.954562	red	#FF0000
0.0169845	0.121426	green	#008000
-0.0798996	-0.0787927	green	#008000
-0.683827	-0.726187	red	#FF0000
-0.0498726	0.16987	green	#008000
0.0778872	0.00768654	red	#FF0000
0.293255	-0.172203	green	#008000
0.863945	-0.067896	red	#FF0000
0.0226643	-0.0174516	red	#FF0000
0.373947	0.923347	green	#008000
0.0191486	-0.0175172	red	#FF0000
0.00673566	-0.0308865	red	#FF0000
-0.00507529	-0.00730306	green	#008000
-0.504006	0.644458	red	#FF0000
4.8635	-5.1618	red	#FF0000
0.0102414	0.0412284	red	#FF0000
0.00846184	0.000900669	red	#FF0000
-0.134325	0.476038	green	#008000
0.000298792	-0.0506728	red	#FF0000
0.128949	-0.0112293	green	#008000
0.51107	-0.486602	red	#FF0000
-0.081161	0.651587	red	#FF0000
0.0798364	-0.0587163	green	#008000
0.845057	0.113621	green	#008000
0.0133452	0.0168202	green	#008000
0.161233	-0.191405	red	#FF0000
-0.167151	-0.158386	red	#FF0000
0.867468	0.090146	red	#FF0000
-0.0257854	0.0361049	red	#FF0000
-0.000408988	0.081252	red	#FF0000
0.663412	-0.694168	red	#FF0000
0.0620125	0.170545	red	#FF0000
-0.489235	0.184909	green	#008000
-0.414041	0.11651	blue	#3399FF
-0.0322572	-0.0262624	red	#FF0000
0.110119	-0.0829241	red	#FF0000
-0.298319	0.95161	red	#FF0000
-0.0570061	0.00961615	green	#008000
-0.685014	-0.67786	red	#FF0000
-0.0391285	0.485668	red	#FF0000
0.089694	0.0438424	green	#008000
0.0232864	-0.0866761	green	#008000
0.00246468	0.00702905	red	#FF0000
-0.0655631	-0.204057	red	#FF0000
0.0920267	-0.00552998	green	#008000
-0.054666	0.99493	red	#FF0000
-0.002594	0.0016236	green	#008000
-0.0263308	0.0234417	red	#FF0000
-0.395839	-0.632496	red	#FF0000
0.00643715	-0.149941	red	#FF0000
-0.779171	0.047346	green	#008000
-0.250761	0.0289054	green	#008000
-0.143627	-0.00665588	red	#FF0000
-0.371559	-0.623608	red	#FF0000
0.05176	-0.00778972	green	#008000
-0.231286	0.369563	red	#FF0000
-15.189	9.33743	green	#008000
-10.7848	-4.98383	green	#008000
0.0903764	0.0747842	red	#FF0000
-0.732423	1.17632	green	#008000
0.334053	0.603962	red	#FF0000
0.234146	0.712991	red	#FF0000
-0.00233984	0.0869832	red	#FF0000
-0.014825	-0.0205658	green	#008000
0.261213	-0.433385	red	#FF0000
0.00540281	0.0017895	red	#FF0000
-0.243983	-0.729008	red	#FF0000
-0.0304439	-0.0205588	red	#FF0000
-0.0531514	-0.0285619	red	#FF0000
-0.0166416	-0.0277125	blue	#3399FF
-0.0588236	-0.16029	blue	#3399FF
0.0200009	-0.0353882	red	#FF0000
0.777958	0.604275	green	#008000
0.411037	0.0885858	red	#FF0000
0.28894	0.114526	green	#008000
0.100445	0.0800155	red	#FF0000
-0.0802491	0.369174	green	#008000
0.0474087	0.0411672	red	#FF0000
0.0149588	0.0547564	red	#FF0000
0.00146996	-0.0376047	red	#FF0000
0.0449495	0.00938118	green	#008000
0.582334	-0.52175	blue	#3399FF
0.0839555	-0.0454372	red	#FF0000
-0.00123098	-0.00394792	green	#008000
0.606694	0.325644	green	#008000
0.112824	-0.035839	red	#FF0000
-0.00190332	-0.0600456	red	#FF0000
0.00196862	0.00283796	red	#FF0000
-0.0816678	-0.176659	red	#FF0000
0.217023	0.317126	red	#FF0000
-0.00286745	0.0063883	red	#FF0000
-0.10331	-0.860328	red	#FF0000
0.0624597	-0.0378629	green	#008000
0.644352	0.760483	red	#FF0000
-0.0448479	0.00195768	red	#FF0000
0.0803929	0.681061	green	#008000
-0.203965	-0.129466	green	#008000
-0.614356	0.698186	red	#FF0000
-0.557718	-0.432947	red	#FF0000
0.00466451	-0.114816	red	#FF0000
-0.7051	0.263257	green	#008000
-0.113891	-0.0278684	red	#FF0000
-0.0570225	-0.17528	red	#FF0000
-0.127171	0.068873	red	#FF0000
-0.00437477	-0.00484851	red	#FF0000
0.215367	-0.154607	green	#008000
0.041785	0.0299722	green	#008000
-0.00369146	0.00451152	red	#FF0000
0.388923	1.04397	green	#008000
-0.120892	0.114114	green	#008000
0.131891	0.130288	red	#FF0000
0.00776997	0.99435	blue	#3399FF
-1.5181	0.0176124	red	#FF0000
0.0551872	0.0154097	red	#FF0000
-0.0309627	0.054067	green	#008000
0.701862	0.341737	red	#FF0000
-0.354772	0.472016	green	#008000
0.0106345	-0.0154379	green	#008000
0.0801798	0.0649599	red	#FF0000
-0.228822	0.406044	green	#008000
0.106367	-0.391421	blue	#3399FF
0.115513	0.108389	red	#FF0000
0.435571	-0.153879	red	#FF0000
-3.21059	1.28648	red	#FF0000
0.312649	0.815254	red	#FF0000
0.130444	-0.494224	green	#008000
-0.0151828	0.0801553	blue	#3399FF
-0.153141	0.00104249	red	#FF0000
0.139163	-0.970481	green	#008000
2.15897	-10.3471	green	#008000
0.0308409	0.0874719	red	#FF0000
0.014848	0.0449223	red	#FF0000
0.769565	0.604169	red	#FF0000
-0.150403	-0.0806363	red	#FF0000
0.0711866	-0.0728193	red	#FF0000
0.121713	0.0294242	green	#008000
-0.0340356	-0.109749	green	#008000
-0.0774734	0.0488639	red	#FF0000
0.057212	0.0389797	red	#FF0000
-0.119376	-0.0791232	green	#008000
-0.0254119	0.12046	green	#008000
0.164777	0.049056	red	#FF0000
-0.0431451	-0.0926751	red	#FF0000
0.0749529	0.0323011	red	#FF0000
0.00940748	-0.0172735	red	#FF0000
-0.208599	-0.239367	green	#008000
0.106442	0.19833	blue	#3399FF
1.72375	-5.38801	green	#008000
0.268571	-0.00576883	red	#FF0000
-0.589867	-0.41283	red	#FF0000
-0.515155	-0.520442	green	#008000
0.0401433	0.00551501	red	#FF0000
0.153507	-0.00527103	red	#FF0000
0.0108721	-0.000120921	red	#FF0000
0.00474472	-0.00599908	red	#FF0000
-0.44993	0.0257814	red	#FF0000
-0.030618	-0.0045209	red	#FF0000
-4.57315	2.7477	red	#FF0000
0.298411	-0.0707494	red	#FF0000
-0.172393	0.568187	red	#FF0000
0.0985275	-0.119735	red	#FF0000
-0.0318898	-0.168889	green	#008000
-0.722149	0.0190447	red	#FF0000
-0.0251143	-0.00320771	green	#008000
-0.0149942	-0.0357849	red	#FF0000
0.0305082	-0.0985416	green	#008000
0.673553	0.497163	blue	#3399FF
0.138951	-0.0255958	green	#008000
0.00726845	-0.0825948	red	#FF0000
-0.0387635	-0.032485	red	#FF0000
4.76547	-0.396585	red	#FF0000
-2.21813	-15.1278	green	#008000
0.0741131	0.011765	red	#FF0000
-0.0358279	-0.040372	red	#FF0000
0.0572003	0.0201585	red	#FF0000
-0.0315835	-0.0774942	red	#FF0000
0.0313739	0.10774	green	#008000
0.0785748	0.0517662	red	#FF0000
0.100501	0.0256877	red	#FF0000
0.0497689	-0.0521162	red	#FF0000
-0.0176526	-0.0102004	red	#FF0000
0.542063	-0.0560152	red	#FF0000
-0.3879	-0.0313452	red	#FF0000
-0.258161	-0.370417	red	#FF0000
0.0973015	-0.0364455	red	#FF0000
-0.0704373	0.0925644	green	#008000
0.54089	0.234821	green	#008000
-0.269942	-0.734698	red	#FF0000
-0.493937	0.864818	green	#008000
4.29111	-15.3028	green	#008000
-2.89157	-0.881113	green	#008000
0.00178377	-12.4032	red	#FF0000
-0.0718652	-0.646596	red	#FF0000
-0.0646301	-0.0642747	red	#FF0000
-0.181034	-0.416067	green	#008000
0.141712	0.100461	blue	#3399FF
0.236736	0.96969	red	#FF0000
-0.0111645	-0.203195	green	#008000
10.6389	-5.19775	green	#008000
0.00122375	-0.00467283	red	#FF0000
-6.92827	-13.9883	red	#FF0000
-0.0459593	-0.0261823	red	#FF0000
0.36959	-0.402186	green	#008000
-0.00822888	0.00215967	green	#008000
0.177771	-0.586116	green	#008000
0.0608643	0.177051	red	#FF0000
0.405038	0.211636	red	#FF0000
0.220774	-0.194548	green	#008000
3.02903	11.6298	green	#008000
0.00928818	-0.0091157	green	#008000
-0.0205329	-0.0582182	green	#008000
0.110486	0.0418195	red	#FF0000
