X	Y
0.650517	-1.73496
-1.14298	0.596243
0.957456	0.256886
0.365588	0.840005
0.575479	0.785708
0.225654	0.592824
0.768223	0.584758
-0.299174	-0.264094
1.50883	0.992797
0.461682	0.517533
0.695791	0.569707
-0.947361	0.0231662
1.32704	3.90163
7.23948	-0.279166
0.953394	0.103327
0.264375	-1.67424
0.249069	-0.255957
-0.345962	0.296538
0.627373	-0.611486
-0.823732	0.171835
-0.553473	0.447797
1.14629	-0.167347
-0.87248	0.544925
2.03558	-1.56678
0.335297	0.0852897
0.182239	-1.22892
-0.144848	-0.816843
0.670444	0.228931
-0.604188	0.553886
-0.676801	-0.272099
0.446745	0.442504
0.692566	0.430436
-0.0862561	-0.13391
-2.72137	0.930121
0.79946	0.590571
2.35407	-1.17256
-0.930034	2.56004
-0.906095	-0.246181
-0.205183	0.174578
0.675563	-0.00647727
-0.816375	-0.557245
0.0562056	-2.15873
0.596157	1.20047
0.537669	0.445256
-0.10625	0.0666442
-2.91941	-15.0493
-0.943893	0.301525
-2.17752	1.05379
2.10352	2.45769
0.564556	-0.757915
-8.90357	3.50441
-1.22115	-0.82635
-0.388092	-0.863729
-0.683981	-0.0783115
1.76623	6.03086
0.241838	-0.0555763
-1.84965	-1.78663
-0.347085	0.553412
-0.254451	0.404161
0.61833	-0.128677
-0.629468	0.13068
-0.485867	-0.431388
0.215027	-0.557497
-0.243168	-0.176872
1.58812	0.642554
0.369036	-0.352448
0.701174	-0.500916
1.01089	0.230678
0.753931	0.527546
-0.731595	-0.322544
-0.30156	0.707486
-0.642674	0.739755
0.0690202	-0.772434
0.7173	-1.46054
-0.236127	0.292338
-1.89993	0.572579
-9.12009	-0.907991
-2.74358	1.37545
-0.179473	0.687728
0.649773	-0.252086
2.39486	-0.535871
0.439414	-0.714706
0.10436	-0.734797
-0.312291	0.462495
0.525028	-0.364535
-0.278497	0.26603
-0.889197	0.289889
-0.1706	0.51798
-1.35418	0.476218
-1.26154	-0.241025
-0.834317	-1.34571
0.899727	-0.430632
-0.868185	2.59739
-0.62638	0.765231
-0.160405	1.19605
-0.352448	0.752898
1.31849	2.20664
3.62011	1.708
-0.184966	-0.181288
0.357011	0.473953
0.243427	3.06924
-0.193983	-0.410688
-1.68347	-1.71977
-2.07448	1.34428
1.2798	-1.28676
1.09781	-2.40798
1.77218	-0.451514
-0.310191	1.35664
-0.81292	1.10967
-0.31616	-0.462086
-0.80574	0.541198
0.646006	0.737999
0.0708708	-1.84937
0.283447	-0.0954534
-0.143406	0.39831
-0.391833	-0.290324
2.51295	0.260655
0.225677	1.39444
0.600973	0.734336
0.768973	-1.02208
0.735877	0.173424
0.861166	0.436391
0.0284243	0.976553
1.00436	-0.347042
0.526291	-0.0949658
-0.488363	-0.279454
-1.12837	-1.222
-0.291325	0.622639
-0.636134	-0.586775
0.439794	-0.436288
1.03662	-0.341804
-0.327241	0.251028
0.586302	-0.236172
0.0345241	-0.108056
-0.979323	-0.458271
-0.470438	0.860059
-0.243442	-0.780224
-0.278274	-1.40988
0.221377	-0.868377
0.563987	-0.623496
-0.0113857	0.558764
-0.508771	0.180014
0.251722	0.429662
-0.274134	0.469877
-0.660771	0.412698
-0.168297	0.710308
2.023	-0.390329
0.00199637	-0.886054
-13.8638	1.32123
0.0531726	0.294758
0.08309	-0.603304
0.908094	0.408811
-1.16849	0.645931
0.156582	0.497644
1.46958	1.9494
-0.988343	-0.197289
0.670015	0.294858
-0.778961	-0.41073
-1.0573	-0.0536709
0.777986	1.46304
-0.655001	-0.330893
-0.556631	-0.75193
1.69175	0.676946
-0.76082	0.441971
1.1333	-0.670467
-0.493315	0.772023
0.347806	-0.298408
0.398803	-0.786709
-0.380169	-0.0516718
0.903739	0.0220128
0.340001	0.487545
1.34565	-0.373514
0.739709	0.300773
-0.22615	0.350353
-0.476177	0.191547
-0.197716	0.242777
-0.481497	0.869947
-0.469033	0.128207
0.553103	1.63234
-0.483406	-0.962512
-0.218243	1.60167
0.857539	0.197588
-0.291283	0.480041
0.349124	-0.281746
0.540659	0.507315
-0.558628	-0.667442
0.868456	-0.450601
-0.243083	-0.633674
-0.545183	-1.03024
0.169091	0.188525
0.612079	0.0794302
0.741923	-0.242741
-0.084045	-0.185619
0.0326604	0.69257
-1.27884	-1.52556
-0.244097	0.368162
-1.98432	1.90863
0.155684	0.805431
0.437334	-0.881921
0.392664	0.251625
0.804047	0.655004
-0.58125	-0.813542
1.56724	-1.9668
0.212973	-0.491144
0.749775	0.646538
-0.163975	0.151077
-0.393117	-0.268668
-0.405037	-0.0825495
-2.94581	1.75537
-0.448378	-0.188304
0.57611	-0.308374
0.0594339	-0.729834
0.2313	-0.367623
1.10189	-1.8941
-1.61448	2.93288
0.248431	-1.65343
0.511905	0.843086
-2.50128	-2.23028
-2.28052	-2.485
1.54146	-0.635399
-0.460253	0.437461
-0.363203	-0.100778
0.0298082	-0.122709
0.411314	2.51699
2.28257	1.50065
0.642414	0.0441696
0.339509	-0.380139
0.206183	-0.507147
0.718926	0.190821
0.428968	-0.57039
0.139234	0.134361
1.8252	-3.57669
-0.0241512	-0.357012
0.195717	0.235533
0.108139	0.402821
0.634987	2.01809
0.0644076	2.90136
3.11788	2.50826
-1.28938	-0.0295508
-0.361193	-0.720205
0.122107	0.0515152
0.360061	1.32499
-0.619752	-0.303745
1.38458	-1.0577
0.415345	0.580746
-2.01724	10.2204
-0.0181938	-0.676351
-0.201497	-0.317479
0.880425	0.446151
0.429162	-0.515462
0.336955	-0.632782
-0.17343	0.929233
-0.024941	0.1683
-0.797711	-0.553069
1.54432	-0.734423
1.86131	0.850416
-2.06254	0.591077
0.305587	-0.810288
-0.537758	0.280918
0.851136	-0.242592
0.496526	0.451609
0.545355	0.80749
0.58319	0.103848
0.114553	0.724541
0.376319	0.91956
-0.775335	0.264997
4.00184	0.335354
-0.532336	0.52718
0.243451	-0.765515
-0.551228	-0.222719
-0.18571	-0.0390746
2.30132	1.97907
0.0467162	0.0962389
-0.915654	0.0311774
0.623281	0.352466
-0.9335	0.23755
-0.302953	-0.550597
-0.239072	-0.0671255
1.31137	0.698059
0.488004	-0.00608278
0.607808	-0.571858
-1.52199	-1.1259
-0.487479	-0.224138
0.167937	1.11771
2.71496	-1.00507
-0.532433	-0.314509
0.810621	0.34419
1.74245	0.61332
0.534382	-0.286039
0.754361	-0.0693376
-0.680664	0.0311507
-0.755981	0.472969
-1.17658	2.5197
-0.755096	-0.215297
-0.14341	0.641346
0.310266	-0.0236651
-0.412066	-3.43152
1.24225	0.434314
-0.877574	-0.474404
1.46623	1.03352
-0.973377	-0.792481
-0.213644	1.03532
-1.28461	-0.44071
-0.674615	-1.1472
0.442803	0.683258
0.755967	0.130281
0.335647	-0.30883
-0.534248	0.83856
-2.52952	3.1182
-0.603547	2.51504
-0.332233	0.698521
-0.0828731	-0.875371
1.20091	0.920674
-1.25058	-0.560541
-2.36275	1.48643
0.0692603	-0.28252
-0.922559	0.132065
-0.184552	0.57629
-0.307675	0.765822
-0.0163867	0.754469
3.28672	4.04765
-1.89693	1.40663
0.0276852	-0.772783
-0.276684	0.675542
0.560253	-0.674491
0.375287	-0.162841
0.619087	0.721921
-0.73979	1.84036
0.29372	0.369183
0.754133	-0.320205
-0.130138	-0.528872
-0.356278	-0.36606
0.703106	0.0600065
-0.348821	0.838799
11.913	-5.46225
-0.539278	-0.79668
1.14947	-0.779614
0.429103	-0.275789
0.443627	-0.308647
1.02129	-0.555262
-1.71458	-3.6282
-0.384129	-0.800891
0.424212	-0.0857374
-0.32407	0.709206
0.269705	-1.86557
0.793918	-0.0697507
-0.859392	0.540423
-2.25162	0.356323
-0.36204	0.0863851
1.68128	0.329414
-0.407814	1.62506
0.120665	1.78625
-0.0163454	0.171601
-0.749191	0.543836
-0.636099	0.500473
-0.227472	0.819354
-0.851529	0.260547
-0.0350288	-0.840371
-1.18718	2.20138
0.569501	-0.463935
-0.269456	-0.825583
-0.846335	-0.422268
-0.171051	-0.841963
-0.0375617	-0.225906
1.13546	-1.53416
0.32203	0.861886
-0.367629	-0.0920516
0.657242	-0.446318
0.664815	-1.45012
-0.0255035	-0.654043
-0.252455	-0.135599
0.318206	0.192145
-0.62624	-0.434718
-0.469496	0.421383
0.247342	0.0229738
-1.07509	-2.98605
-1.95121	1.21399
-1.43356	-0.87071
0.278531	0.279507
-0.72941	2.43087
4.64582	-0.365107
-0.294679	-0.139481
0.334334	0.30644
0.672101	0.388969
0.778338	-0.290686
1.34317	-2.00865
0.518665	0.324565
-0.729773	0.0481378
-0.311446	0.790503
0.527046	-0.459612
0.286474	0.218667
0.639738	-0.319879
0.390372	0.78495
1.07219	-0.386899
-0.734919	0.499376
-4.25043	-5.65058
-0.54562	0.139625
0.745146	-0.168685
-0.0261661	-0.720724
-0.0619876	-0.749642
0.322294	-1.0202
-0.239396	-0.271117
0.444705	-0.711941
0.167254	0.947954
-0.673719	-0.326996
-2.23711	-1.01512
2.99445	-0.882738
-0.17512	0.422248
0.923958	0.269873
-0.612386	-0.433508
-0.753199	-0.632433
0.36449	-4.76967
-0.336402	-0.404602
0.677963	2.56865
-3.47241	2.00295
-1.69765	2.09191
-0.824401	1.59768
0.511294	0.294075
0.615252	0.0880139
-0.463724	-0.106146
0.258149	0.328981
0.134861	-0.750886
0.246586	0.878717
0.561726	0.483631
0.789466	-1.10385
-0.959689	-0.171555
1.35955	0.736131
0.422012	0.64385
-0.290501	-0.593953
1.47954	2.61429
-0.949007	0.551778
1.3035	-0.222583
0.026116	1.15646
0.34776	0.814793
1.32139	1.18164
0.23022	0.96629
-0.752258	-0.345881
2.98831	-2.24492
0.0397767	-0.200416
0.697906	0.640418
0.308361	0.94325
-0.00493279	-0.413228
-0.814849	0.415575
0.283813	-0.259834
-1.35158	-0.0589986
-0.200682	-2.57731
-0.328511	0.925786
1.97587	2.28361
0.242419	0.102383
6.21432	-1.12379
0.685141	-0.672934
-0.706174	-0.315226
0.406061	0.725913
-0.396188	0.654343
0.647882	-0.601185
-0.900867	-1.22774
-0.478391	0.0245602
-0.0910535	0.268466
-0.528157	-0.159612
-0.672588	-0.0613662
0.819849	-1.26081
0.443414	-0.655465
0.787366	-0.406805
0.912948	-0.388671
2.67397	1.09564
-0.576491	-0.000386904
-0.37223	0.571598
-0.211173	0.0791668
0.836699	0.26914
-0.679869	-0.168019
0.504316	-0.0338003
-0.905298	-0.352718
0.348527	-0.252435
-0.0905952	0.928469
-0.588923	-0.576105
0.887015	1.51603
0.495479	1.00937
-1.79787	0.616795
-0.470021	0.342152
0.247992	-0.0159523
-0.220985	0.591275
0.610447	-0.713782
0.281297	-0.496375
0.0701519	0.336533
0.661651	0.460335
1.83987	-0.267161
4.7533	-4.97749
0.0731542	0.637584
-0.513664	0.475634
-0.0291285	-0.947634
1.15702	1.01642
-1.12576	0.159612
0.139267	-0.535974
-0.891892	-0.201455
0.899441	1.04721
-0.589183	0.201121
-1.92434	-2.50086
0.473458	1.02752
1.42593	-0.485376
0.673369	-2.19433
0.378363	-0.0534599
1.48046	2.24365
-0.353689	-0.174693
-0.854069	-0.488286
-0.297216	-0.558283
0.604097	-0.575838
0.861354	-10.7557
-3.53036	-3.44823
-0.0433256	-0.615898
0.18399	0.194153
0.197948	-0.403642
0.981814	-0.0584314
-0.734832	-2.60037
-1.13063	-0.932835
-0.443574	-0.212567
-0.384864	-0.370469
0.616394	0.752295
-1.97117	-1.74677
-0.56377	0.3017
0.508404	0.194442
-0.223352	0.82661
0.504589	-0.843382
-0.484109	-0.306375
-0.664003	1.78393
0.269284	-0.318931
-0.142616	0.718935
-0.703668	0.36245
0.352893	-0.636582
0.671642	-0.501345
-0.495802	0.864231
0.337917	-0.381143
-0.463271	-0.739926
0.246642	-0.56228
3.49679	-1.9422
0.90537	0.150849
-6.87928	-7.90926
-1.29525	-0.33994
0.38785	-0.873249
0.489134	-0.35542
0.0580294	-0.659415
0.173659	-0.937938
0.890864	0.448868
0.336382	0.874629
-0.333204	-1.33643
-0.355326	0.220414
-1.62897	-0.725275
-0.0337558	0.210493
-0.582996	0.341668
0.66238	0.0572984
-0.982866	-1.7301
-0.134846	0.804327
0.987243	-1.92458
-0.655324	0.000314152
0.722969	0.248261
-0.0955986	0.529072
0.0389547	-0.529811
0.478869	-0.380723
-0.384632	-0.375828
-0.496009	-0.728838
1.37406	-0.910173
0.380823	1.94218
-0.291293	-0.111951
-0.453458	-0.0763134
0.78639	-0.442518
-0.56791	-0.0968069
-1.03673	0.0592065
-0.302592	0.455249
-0.728734	-1.26016
0.0968211	0.0195878
1.85057	-4.92694
-4.18166	-2.71658
-0.477959	-0.337934
-0.446469	0.387464
2.13437	1.06159
-4.40914	-4.46637
0.176005	1.05791
1.38629	0.693165
-2.47862	-1.5022
-0.578643	-0.587503
-0.044029	-0.411967
0.773098	-0.371848
1.2083	0.393792
-0.37001	-0.779488
-0.0404606	-0.33694
0.75637	-3.93331
-8.31639	8.39852
0.214306	-0.016966
0.656519	0.490645
0.082951	0.479818
-0.599146	-0.448574
0.646082	1.90554
2.38584	-0.0160125
-0.73068	-0.0452433
0.730593	-0.180927
1.16388	-1.35932
1.00674	-0.29594
-0.88944	-0.444627
0.614503	0.149804
1.72047	0.19949
6.85209	6.55165
0.337969	0.617456
0.258207	0.14032
2.3677	-1.84785
-0.368288	-0.417249
0.595644	0.79869
-0.418544	0.237694
-0.0433909	-1.39422
3.22974	2.36866
0.549946	-0.831017
1.26752	0.188025
0.317782	-0.873954
0.782846	2.96834
-0.310936	-0.220828
1.27057	2.63804
-0.374146	0.374236
-0.753438	0.133791
-0.252914	0.164304
-0.381268	2.07144
2.41946	0.355586
0.728081	0.449225
-0.294682	-0.725826
0.148783	-2.47003
0.90457	-0.477294
0.784128	-0.375673
2.06631	3.77162
0.393124	0.508579
-0.67453	1.85562
-0.51877	-0.752624
1.59814	-0.886439
0.137638	0.936823
0.880575	0.258302
0.793156	-0.268797
-0.884668	0.101633
-0.494655	0.588253
-0.625225	0.708618
0.727964	-0.645217
1.43312	2.035
0.327898	-0.243586
-0.595747	-1.04914
-0.697787	0.41689
-0.403723	0.431542
-0.4072	-3.2897
-0.936478	0.0306281
3.16494	-0.436665
0.0394119	0.433572
1.69473	-0.333399
-0.172037	-0.137127
0.0196874	0.75615
0.720791	1.12873
-0.0260901	-0.91138
0.572144	1.51885
0.479492	-0.0638144
-0.42679	-0.445634
0.480284	0.551873
0.465015	1.37932
0.916578	0.110377
0.225761	0.165705
0.14399	0.619086
1.4521	-6.18414
-1.98289	1.41055
0.290549	0.0489831
0.0989546	0.579001
0.80395	-0.450574
-0.798879	-0.531712
1.45306	-0.0761354
0.28449	-0.261157
0.882816	0.349332
0.866178	-1.09215
0.992495	-0.0802968
0.194021	-0.528534
0.253701	0.021358
-0.0354859	-0.424194
0.227261	-0.641035
0.66855	0.269899
0.664632	-0.658322
-0.351969	-0.695478
-1.92327	-0.670965
0.099485	-0.162021
2.41459	2.26742
-0.00390484	-2.80881
-0.314363	0.803323
-0.00797352	0.600429
0.658256	-1.93169
-1.91922	-0.425388
0.266987	-0.250232
-0.114811	0.800112
0.73391	-0.578683
0.434173	0.282353
-0.172131	-0.552047
0.0851712	-0.673773
-0.140001	-1.82973
2.07036	1.17498
0.308799	-0.381337
-0.130538	-0.348254
-0.450515	-0.493752
0.914911	0.0291324
0.251502	1.60671
-0.362136	0.389029
-0.59514	-0.136707
-0.684905	-0.276578
-0.213489	-3.49401
0.501922	-0.228858
0.504357	-0.36148
0.375416	0.455153
0.597927	-1.96595
0.581933	-0.627436
-1.10273	-1.17465
-0.588288	0.252388
0.0482644	-0.519898
-0.221904	-0.687027
0.769638	1.17667
0.340655	0.735219
-0.658816	-0.730158
0.0233543	-0.133563
-1.18682	-1.83708
0.508603	0.0485195
0.143098	-0.709597
0.360425	1.42522
-0.429621	0.412442
-0.485878	0.0951497
0.471071	-0.47746
0.318863	-0.180882
0.516777	0.330739
0.824768	0.456233
2.03583	-1.9744
0.19076	-0.558742
-1.06708	-2.28064
-0.996315	-1.06333
0.560103	2.07685
0.464734	0.158391
1.25304	-1.73581
-2.26445	-0.106679
0.547786	-0.00115544
-1.29123	-0.578466
0.591188	-0.193048
0.31126	0.902625
-0.393316	0.0040351
-0.418231	-0.0201852
0.890987	-0.357713
0.312956	-0.248618
-2.63463	-1.49957
0.976905	-0.167007
-0.21837	0.0492361
0.0409769	0.490398
-1.60613	1.07256
0.283	-0.866235
0.84897	0.39025
0.334826	0.710813
0.500522	0.921975
-0.518185	0.0302907
-0.82466	-0.10951
0.726688	-0.121078
0.781405	0.0849907
-0.0392287	0.579894
-0.32858	1.9439
-0.277413	1.39987
2.06279	0.624465
0.171201	0.824453
0.817722	0.306109
-0.371301	0.216552
-0.767442	0.169483
-0.679269	-1.06034
-0.741873	-0.279745
-0.244064	-0.853661
0.282228	-0.372737
-2.8014	-0.0421717
-0.190733	1.04413
0.860733	-0.110021
-1.03392	-0.400093
0.453811	-0.817518
-0.444273	0.0419958
0.379128	0.848783
0.135888	0.693024
-2.06404	-1.00132
-0.0507438	0.228785
0.347809	0.304248
-0.570762	0.392327
-0.483888	1.53121
0.371112	-0.595903
-0.178986	0.717301
-2.99507	2.62046
1.15245	1.67504
-0.350909	-0.90437
0.706008	-0.345936
0.810463	0.166716
0.652211	-0.46048
0.112916	0.796135
0.839583	0.389255
0.737019	-1.35389
2.08172	1.59595
-0.0361657	0.88811
0.401894	-1.01922
0.452664	0.0648437
-0.475774	0.265869
-0.0767961	-0.356582
-0.439702	-0.747725
0.691061	-0.581502
3.94907	0.728232
-0.945721	-0.0429176
0.6264	0.249119
0.639552	0.668687
0.254604	0.659356
-0.85714	0.284538
1.11262	-0.438538
