-0.62018, 0.268326
0.207317, 0.631704
-0.818646, 1.81358
0.245526, -0.777716
-2.12696, 0.39328
-0.227421, -0.614597
0.520242, 0.560059
0.376571, -0.383733
0.529291, 0.0454789
0.480834, 0.378238
0.471709, -0.258223
-0.624509, -0.622268
0.78802, 1.44758
-0.446694, 1.9281
-0.0471666, 0.30848
0.28352, -0.362028
-0.0410368, -0.901414
-0.513962, -0.260262
-0.993272, 0.302876
-0.269559, -0.475554
-1.41562, 0.339211
0.0934829, -0.0319209
-1.94798, -4.88924
2.46689, 4.33365
-0.366849, 0.456143
-0.136622, 0.575149
-1.77618, -1.58986
-1.87624, 5.98905
0.0714607, 1.07007
0.241163, -1.53105
1.12698, -2.67022
0.242064, -0.788284
-0.164499, 0.380256
-0.730134, 0.450395
-1.2672, 0.0962871
-0.153587, 0.84907
0.304342, -0.150138
-2.06334, -3.43302
-1.58902, 11.7121
-0.199011, 0.0812982
-0.708702, 0.411695
0.0640304, 0.482708
0.447913, 0.59964
-1.53943, 1.29562
1.84138, 1.51717
0.670629, -0.293594
-0.752481, -0.016524
1.35232, 1.17201
-0.960893, 0.421657
0.0256908, -0.994051
-0.205793, 0.598084
1.64195, 0.551189
5.34805, 7.82775
0.675744, -0.197093
-0.22549, 0.188453
0.96222, -2.84512
-0.0450124, -0.554713
-0.657034, 0.749002
0.40827, -0.254939
1.34557, -0.367662
2.09117, -3.41595
0.110933, -0.990315
0.892232, -0.919726
0.861312, 0.350603
2.63306, -1.57825
-0.338973, 0.174765
1.05632, -2.7309
-0.196431, -0.491378
0.748632, -0.158491
-0.0670555, -0.294049
-1.79894, -1.09547
-1.35954, -2.03271
-0.691276, 0.504026
0.656137, -0.427955
-1.23259, 2.14567
-0.590256, 0.835257
0.867859, 0.0529856
4.00279, 1.57238
-0.638024, 0.0782605
0.84719, 1.78342
0.741028, 0.535203
1.80091, 0.310719
0.897709, -0.301162
0.411942, 0.820022
-0.175692, -0.818828
-0.658933, -0.598978
-0.715452, 0.280808
-0.401966, -0.855259
0.968612, 0.0895926
1.52031, -1.97071
0.282615, -0.294924
0.48528, 1.10458
-0.0252849, -0.812444
-0.419174, 0.41655
2.8907, -1.62228
-0.215148, 0.911943
2.14189, -2.37063
0.413227, -0.137044
-0.57636, -1.62822
0.0354809, -0.217121
-0.175802, 0.735692
0.97416, 0.919011
-0.855559, -0.31514
0.815603, -1.40322
-0.0790651, -0.477215
0.612615, -0.073773
0.727651, 0.0758985
-1.0074, 1.05067
-0.32337, -0.864714
0.25879, 0.107023
0.230095, -0.5925
-6.3231, 0.608715
-1.73526, -1.70598
-0.183335, 0.230665
0.551406, 0.202447
0.899248, 0.201758
0.793589, 0.539575
-1.41114, 0.354778
-0.347294, -0.168892
-0.599537, 0.736174
0.42831, 1.32651
0.559196, -0.823889
-0.135052, 0.546583
0.208545, 0.146044
0.415669, 0.091755
0.00635772, 0.680098
0.244945, -0.67809
0.525652, 0.77383
-0.279733, 0.727545
0.63851, 1.93429
0.174328, 0.0758811
0.651047, -3.2477
2.4089, 1.44452
-0.47379, -0.720884
0.330333, 0.501457
0.354204, -2.00979
-1.17144, -1.57864
0.0812541, -0.356786
0.0527772, 0.806582
0.444965, -0.821891
-0.514547, 0.0589124
0.319681, -0.48186
-0.568657, -0.371287
1.78076, -0.443169
-1.84578, 1.50334
0.134115, 0.472004
0.095808, -0.359363
0.477396, 0.467812
-0.0691353, -0.91276
-1.62283, -0.105796
0.529892, 0.0412344
0.481748, -0.375233
0.244542, -0.696986
3.10378, -1.61873
-0.527742, 0.160591
-0.250188, 0.567846
-0.104352, 0.5807
-1.99894, -0.476149
0.644533, -0.562937
0.928183, -1.31693
0.447752, -0.457494
0.397896, -0.338086
-0.360588, 0.625479
-1.33934, 0.427851
0.753403, 0.29829
-0.792421, -0.582441
0.0921847, -0.0994312
0.606651, -2.10128
0.466441, -0.208481
0.387608, 0.611363
-1.41627, -0.39414
-0.504762, -0.316067
0.15745, 0.469404
0.216832, -0.634712
-0.335043, 0.148789
0.593885, 0.154102
-0.217305, 0.917152
-2.75843, -0.658737
0.25405, -0.532955
-2.30957, 1.00293
-1.21843, -0.799209
-0.554725, 2.0783
-0.490023, 0.0307192
1.19683, -1.77504
1.14969, -1.9538
0.23874, 0.493025
0.788287, 1.17495
0.602064, -0.155854
-0.910889, -0.286177
0.306095, -0.247021
0.417132, 0.0364059
0.919565, 0.27607
-0.132434, -0.377112
0.422821, 3.00187
-0.854673, 0.501766
0.220445, 0.0389055
-0.409874, 0.272347
-0.288979, -1.90959
-0.440379, -0.797822
-0.336493, -0.871674
0.411521, -0.669339
-0.980396, 0.373342
0.508802, -0.102732
0.824691, 0.109273
0.374108, 0.634648
0.422403, -0.662867
-0.53588, 0.225053
-1.1173, -1.6243
-0.47621, -1.34529
0.842234, -1.98386
-0.31016, 0.782836
-0.850259, 0.198574
0.338702, 0.26465
0.377092, -0.68956
0.13058, 1.25247
-0.0724572, 0.789546
0.289927, -0.839194
0.152754, 0.441872
-1.05642, -2.59492
-0.638695, -0.847735
-0.753147, 0.430971
-1.07895, 0.254821
-0.900989, -0.249996
0.407236, -0.182487
-0.791371, 0.487752
0.642295, -0.293607
-0.312783, -2.27268
-0.00989432, 0.234136
0.205136, -0.414074
-0.248681, 0.646412
1.56023, 0.380036
0.106704, -0.693858
0.532282, 0.513062
-3.90732, 0.755063
1.90903, 0.699647
0.969371, -0.0366358
0.222851, 0.753961
-0.516578, 0.646369
0.221454, 0.767059
0.0816948, 0.799942
-0.925322, -0.0141071
1.54144, -0.0138924
2.33868, -1.18793
0.255374, 0.85137
0.17296, 1.08185
-0.268541, -0.370129
0.536172, -0.0978106
-0.0865438, -0.354342
-0.171556, -0.850293
0.822562, 0.372964
2.18392, -3.36986
-0.946613, 0.0124346
0.649802, -0.179428
0.752284, -0.538737
-0.328314, 0.625926
0.338693, 0.837221
0.668578, 0.991581
0.426595, 1.79052
0.737904, 1.77586
-0.442782, 0.407483
-0.186151, -0.00805424
1.88139, 1.84292
0.638448, -0.196622
0.178225, -0.244906
0.921021, 0.273237
-0.420474, -0.233066
0.231904, -0.331455
0.21014, -0.204662
-0.529329, -0.623153
-0.00740298, 0.305736
