-12.522	-31.4292
87.8297	103.982
29.3861	38.9962
-26.0119	-23.7181
-140.821	-26.3733
72.7877	-65.8977
18.271	-16.7595
4.36733	35.035
20.5629	11.3335
-114.632	-38.4688
-97.4277	28.6701
18.4924	26.7133
-2.10876	59.6616
-57.2306	-32.0245
-28.9067	-3.6414
99.6926	17.161
53.9075	-104.694
115.685	82.0435
18.9915	-15.4954
-35.0239	57.7702
18.3795	7.20358
-7.22001	-6.27797
-50.4284	-26.5898
60.9494	-31.5645
-59.1652	118.426
54.4576	-70.2838
-82.8456	46.3369
-15.8443	-57.8886
75.5136	20.5711
-107.41	-6.13402
113.219	-18.9533
-76.1912	-104.046
51.5659	-26.9311
16.1155	29.0182
15.9344	-39.3886
-137.106	3.19489
28.3229	-34.0582
-1.44015	43.3343
80.5731	-83.5033
-50.1196	94.8878
-21.1617	12.8476
25.8891	72.4513
91.0257	28.1096
-53.9408	21.2907
-4.9359	30.7414
-33.1041	-45.1884
-48.1554	-55.5586
-106.651	-83.5811
-37.4136	-42.1263
87.3289	30.4943
64.8406	-111.705
19.8333	120.352
10.6652	-19.3
-5.79467	48.334
83.6116	-51.6104
-82.5116	51.9752
12.6317	65.4848
-49.2948	-43.7506
2.44796	74.3033
-107.956	-32.7379
-41.0363	-56.95
15.9493	7.55122
25.2309	-43.1232
-23.1836	45.963
-14.7408	4.19076
85.7527	-50.5323
-134.923	3.22166
16.5104	-39.077
-15.9367	17.1004
-11.8638	-9.94605
-41.8003	50.7082
-23.2941	-14.9303
-8.53194	59.2969
4.81874	10.7936
36.0287	-58.7015
-135.204	42.8766
19.3473	40.1701
32.0423	-24.1483
-19.8004	-117.827
-0.490666	-10.9162
-72.9999	93.0852
-39.6236	-1.76008
-35.6047	-17.4332
76.9312	-106.055
102.181	2.90063
44.0135	-55.4961
47.2008	6.26341
77.3205	-96.5763
-27.3305	24.0792
48.4722	43.6476
26.8757	87.5211
78.8039	-37.0142
17.1943	-44.2255
-47.1141	19.8715
71.4775	-42.0833
-50.8165	22.4504
-96.7253	72.3304
-27.3006	95.4892
-19.6741	-57.6805
-26.0526	45.0114
